50.0,50.0
75.1,93.6
75.2,93.6
75.3,93.6
75.4,93.7
75.5,93.7
75.6,93.7
75.7,93.7
75.8,93.8
75.9,93.8
76.0,93.8
76.1,93.8
76.2,93.9
76.3,93.9
76.4,93.9
76.5,93.9
76.6,94.0
76.7,94.0
76.8,94.0
76.9,94.0
77.0,94.1
77.1,94.1
77.2,94.1
77.3,94.1
77.4,94.2
77.5,94.2
77.6,94.2
77.7,94.2
77.8,94.2
77.9,94.3
78.0,94.3
78.1,94.3
78.2,94.3
78.3,94.4
78.4,94.4
78.5,94.4
78.6,94.4
78.7,94.5
78.8,94.5
78.9,94.5
79.0,94.5
79.1,94.6
79.2,94.6
79.3,94.6
79.4,94.6
79.5,94.7
79.6,94.7
79.7,94.7
79.8,94.7
79.9,94.8
80.0,94.8
80.1,94.8
80.2,94.8
80.3,94.9
80.4,94.9
80.5,94.9
80.6,94.9
80.7,95.0
80.8,95.0
80.9,95.0
81.0,95.0
81.1,95.0
81.2,95.1
81.3,95.1
81.4,95.1
81.5,95.1
81.6,95.2
81.7,95.2
81.8,95.2
81.9,95.2
82.0,95.3
82.1,95.3
82.2,95.3
82.3,95.3
82.4,95.4
82.5,95.4
82.6,95.4
82.7,95.4
82.8,95.5
82.9,95.5
83.0,95.5
83.1,95.5
83.2,95.6
83.3,95.6
83.4,95.6
83.5,95.6
83.6,95.7
83.7,95.7
83.8,95.7
83.9,95.7
84.0,95.8
84.1,95.8
84.2,95.8
84.3,95.8
84.4,95.9
84.5,95.9
84.6,95.9
84.7,95.9
84.8,95.9
84.9,96.0
85.0,96.0
85.1,96.0
85.2,96.0
85.3,96.1
85.4,96.1
85.5,96.1
85.6,96.1
85.7,96.2
85.8,96.2
85.9,96.2
86.0,96.2
86.1,96.3
86.2,96.3
86.3,96.3
86.4,96.3
86.5,96.4
86.6,96.4
86.7,96.4
86.8,96.4
86.9,96.5
87.0,96.5
87.1,96.5
87.2,96.5
87.3,96.6
87.4,96.6
87.5,96.6
87.6,96.6
87.7,96.7
87.8,96.7
87.9,96.7
88.0,96.7
88.1,96.7
88.2,96.8
88.3,96.8
88.4,96.8
88.5,96.8
88.6,96.9
88.7,96.9
88.8,96.9
88.9,96.9
89.0,97.0
89.1,97.0
89.2,97.0
89.3,97.0
89.4,97.1
89.5,97.1
89.6,97.1
89.7,97.1
89.8,97.2
89.9,97.2
90.0,97.2
90.1,97.2
90.2,97.3
90.3,97.3
90.4,97.3
90.5,97.3
90.6,97.4
90.7,97.4
90.8,97.4
90.9,97.4
91.0,97.5
91.1,97.5
91.2,97.5
91.3,97.5
91.4,97.5
91.5,97.6
91.6,97.6
91.7,97.6
91.8,97.6
91.9,97.7
92.0,97.7
92.1,97.7
92.2,97.7
92.3,97.8
92.4,97.8
92.5,97.8
92.6,97.8
92.7,97.9
92.8,97.9
92.9,97.9
93.0,97.9
93.1,98.0
93.2,98.0
93.3,98.0
93.4,98.0
93.5,98.1
93.6,98.1
93.7,98.1
93.8,98.1
93.9,98.2
94.0,98.2
94.1,98.2
94.2,98.2
94.3,98.3
94.4,98.3
94.5,98.3
94.6,98.3
94.7,98.4
94.8,98.4
94.9,98.5
95.0,98.6
95.1,98.7
95.2,98.8
95.3,98.9
95.4,99.0
95.5,99.1
95.6,99.2
95.7,99.3
95.8,99.4
95.9,99.5
96.0,99.6
96.1,99.7
96.2,99.8
96.3,99.9
96.4,100.0
96.5,100.1
96.6,100.2
96.7,100.3
96.8,100.4
96.9,100.5
97.0,100.6
97.1,100.7
97.2,100.8
97.3,100.9
97.4,101.0
97.5,101.1
97.6,101.2
97.7,101.3
97.8,101.4
97.9,101.5
98.0,101.6
98.1,101.7
98.2,101.8
98.3,101.9
98.4,102.0
98.5,102.1
98.6,102.2
98.7,102.3
98.8,102.4
98.9,102.5
99.0,102.6
99.1,102.7
99.2,102.8
99.3,102.9
99.4,103.0
99.5,103.1
99.6,103.2
99.7,103.3
99.8,103.4
99.9,103.5
100.0,103.6
100.1,103.7
100.2,103.8
100.3,103.9
100.4,104.0
100.5,104.1
100.6,104.2
100.7,104.3
100.8,104.4
100.9,104.5
101.0,104.6
101.1,104.7
101.2,104.8
101.3,104.9
101.4,105.0
101.5,105.1
101.6,105.2
101.7,105.3
101.8,105.4
101.9,105.5
102.0,105.6
102.1,105.7
102.2,105.8
102.3,105.9
102.4,106.0
102.5,106.1
102.6,106.2
102.7,106.3
102.8,106.4
102.9,106.5
103.0,106.6
103.1,106.7
103.2,106.8
103.3,106.9
103.4,107.0
103.5,107.1
